Dzerzhinsk,2026-08-14 21:00:00.000000,Дзержинск,2026-08-14,небольшой дождь,99,Rain,1009,8.6,21:00,5.54
Dzerzhinsk,2026-08-15 00:00:00.000000,Дзержинск,2026-08-15,пасмурно,97,Clouds,1009,8.21,00:00,5.62
Dzerzhinsk,2026-08-15 03:00:00.000000,Дзержинск,2026-08-15,пасмурно,96,Clouds,1009,7.79,03:00,4.91
Dzerzhinsk,2026-08-15 06:00:00.000000,Дзержинск,2026-08-15,небольшой дождь,94,Rain,1009,8.11,06:00,4.86
Dzerzhinsk,2026-08-15 09:00:00.000000,Дзержинск,2026-08-15,небольшой дождь,94,Rain,1009,8.16,09:00,4.68
Dzerzhinsk,2026-08-15 12:00:00.000000,Дзержинск,2026-08-15,небольшой дождь,93,Rain,1010,8.17,12:00,4.37
Dzerzhinsk,2026-08-15 15:00:00.000000,Дзержинск,2026-08-15,пасмурно,92,Clouds,1011,8.38,15:00,3.91
Dzerzhinsk,2026-08-15 18:00:00.000000,Дзержинск,2026-08-15,пасмурно,95,Clouds,1010,7.62,18:00,2.78
Dzerzhinsk,2026-08-15 21:00:00.000000,Дзержинск,2026-08-15,облачно с прояснениями,97,Clouds,1011,6.02,21:00,2.46
Dzerzhinsk,2026-08-16 00:00:00.000000,Дзержинск,2026-08-16,облачно с прояснениями,95,Clouds,1011,6.89,00:00,2.5
Dzerzhinsk,2026-08-16 03:00:00.000000,Дзержинск,2026-08-16,пасмурно,96,Clouds,1010,6.86,03:00,2.21
Dzerzhinsk,2026-08-16 06:00:00.000000,Дзержинск,2026-08-16,пасмурно,86,Clouds,1010,9.52,06:00,3.21
Dzerzhinsk,2026-08-16 09:00:00.000000,Дзержинск,2026-08-16,пасмурно,46,Clouds,1008,17.95,09:00,5.55
Dzerzhinsk,2026-08-16 12:00:00.000000,Дзержинск,2026-08-16,переменная облачность,39,Clouds,1007,20.49,12:00,6.13
Dzerzhinsk,2026-08-16 15:00:00.000000,Дзержинск,2026-08-16,переменная облачность,56,Clouds,1006,18.78,15:00,4.57
Dzerzhinsk,2026-08-16 18:00:00.000000,Дзержинск,2026-08-16,облачно с прояснениями,78,Clouds,1007,13.9,18:00,2.43
Dzerzhinsk,2026-08-16 21:00:00.000000,Дзержинск,2026-08-16,пасмурно,71,Clouds,1007,11.54,21:00,1.96
Dzerzhinsk,2026-08-17 00:00:00.000000,Дзержинск,2026-08-17,пасмурно,77,Clouds,1007,10.24,00:00,1.91
Dzerzhinsk,2026-08-17 03:00:00.000000,Дзержинск,2026-08-17,пасмурно,78,Clouds,1008,10.16,03:00,1.87
Dzerzhinsk,2026-08-17 06:00:00.000000,Дзержинск,2026-08-17,пасмурно,71,Clouds,1008,11.77,06:00,2.81
Dzerzhinsk,2026-08-17 09:00:00.000000,Дзержинск,2026-08-17,пасмурно,61,Clouds,1008,16.08,09:00,2.48
Dzerzhinsk,2026-08-17 12:00:00.000000,Дзержинск,2026-08-17,пасмурно,75,Clouds,1007,16.21,12:00,2.74
Dzerzhinsk,2026-08-17 15:00:00.000000,Дзержинск,2026-08-17,пасмурно,79,Clouds,1006,17.34,15:00,3.08
Dzerzhinsk,2026-08-17 18:00:00.000000,Дзержинск,2026-08-17,небольшой дождь,95,Rain,1005,14.38,18:00,3.69
Dzerzhinsk,2026-08-17 21:00:00.000000,Дзержинск,2026-08-17,дождь,98,Rain,1005,13.9,21:00,1.54
Dzerzhinsk,2026-08-18 00:00:00.000000,Дзержинск,2026-08-18,небольшой дождь,98,Rain,1004,13.82,00:00,2.48
Dzerzhinsk,2026-08-18 03:00:00.000000,Дзержинск,2026-08-18,пасмурно,97,Clouds,1004,14.3,03:00,0.43
Dzerzhinsk,2026-08-18 06:00:00.000000,Дзержинск,2026-08-18,пасмурно,86,Clouds,1005,18.11,06:00,2.69
Dzerzhinsk,2026-08-18 09:00:00.000000,Дзержинск,2026-08-18,пасмурно,74,Clouds,1007,19.99,09:00,3.39
Dzerzhinsk,2026-08-18 12:00:00.000000,Дзержинск,2026-08-18,пасмурно,60,Clouds,1008,21.85,12:00,3.19
Dzerzhinsk,2026-08-18 15:00:00.000000,Дзержинск,2026-08-18,облачно с прояснениями,64,Clouds,1008,21.24,15:00,0.92
Dzerzhinsk,2026-08-18 18:00:00.000000,Дзержинск,2026-08-18,облачно с прояснениями,74,Clouds,1008,18.01,18:00,2.61
Dzerzhinsk,2026-08-18 21:00:00.000000,Дзержинск,2026-08-18,пасмурно,79,Clouds,1008,16.18,21:00,2.51
Dzerzhinsk,2026-08-19 00:00:00.000000,Дзержинск,2026-08-19,пасмурно,89,Clouds,1007,15.68,00:00,1.79
Dzerzhinsk,2026-08-19 03:00:00.000000,Дзержинск,2026-08-19,небольшой дождь,88,Rain,1005,15.85,03:00,4.78
Dzerzhinsk,2026-08-19 06:00:00.000000,Дзержинск,2026-08-19,пасмурно,72,Clouds,1003,20.24,06:00,5.08
Dzerzhinsk,2026-08-19 09:00:00.000000,Дзержинск,2026-08-19,пасмурно,47,Clouds,1002,25.07,09:00,6.29
Dzerzhinsk,2026-08-19 12:00:00.000000,Дзержинск,2026-08-19,пасмурно,62,Clouds,1003,23.08,12:00,5.97
Dzerzhinsk,2026-08-19 15:00:00.000000,Дзержинск,2026-08-19,небольшой дождь,75,Rain,1006,17.65,15:00,4.45
Dzerzhinsk,2026-08-19 18:00:00.000000,Дзержинск,2026-08-19,пасмурно,85,Clouds,1006,15.22,18:00,2.24
